child_id,time,menu,amount,note
1,2024-11-29 18:00,にんじんペースト,大さじ2,よく食べた
1,2024-11-30 12:00,かぼちゃスープ,大さじ2,よく食べた
1,2024-11-30 18:00,にんじんペースト,大さじ2,よく食べた
1,2024-12-01 12:00,りんごすりおろし,小さじ1,
1,2024-12-01 18:00,にんじんペースト,小さじ1,よく食べた
1,2024-12-02 12:00,かぼちゃスープ,小さじ1,
1,2024-12-02 18:00,りんごすりおろし,小さじ1,よく食べた
1,2024-12-03 12:00,かぼちゃスープ,大さじ2,よく食べた
1,2024-12-03 18:00,にんじんペースト,小さじ1,よく食べた
1,2024-12-04 12:00,おかゆ,大さじ2,残した
1,2024-12-04 18:00,りんごすりおろし,小さじ1,残した
1,2024-12-05 12:00,にんじんペースト,大さじ2,
1,2024-12-05 18:00,にんじんペースト,大さじ2,
1,2024-12-06 12:00,りんごすりおろし,小さじ1,残した
1,2024-12-06 18:00,おかゆ,大さじ2,
1,2024-12-07 12:00,おかゆ,大さじ2,
1,2024-12-07 18:00,にんじんペースト,小さじ1,残した
1,2024-12-08 12:00,おかゆ,大さじ2,
1,2024-12-08 18:00,りんごすりおろし,小さじ1,よく食べた
1,2024-12-09 12:00,りんごすりおろし,大さじ2,よく食べた
1,2024-12-09 18:00,おかゆ,小さじ1,よく食べた
1,2024-12-10 12:00,かぼちゃスープ,大さじ2,残した
1,2024-12-10 18:00,おかゆ,小さじ1,よく食べた
1,2024-12-11 12:00,にんじんペースト,小さじ1,よく食べた
1,2024-12-11 18:00,にんじんペースト,大さじ2,残した
1,2024-12-12 12:00,かぼちゃスープ,小さじ1,残した
1,2024-12-12 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2024-12-13 12:00,おかゆ,大さじ2,
1,2024-12-13 18:00,にんじんペースト,小さじ1,残した
1,2024-12-14 12:00,にんじんペースト,大さじ2,よく食べた
1,2024-12-14 18:00,りんごすりおろし,小さじ1,
1,2024-12-15 12:00,おかゆ,小さじ1,よく食べた
1,2024-12-15 18:00,にんじんペースト,小さじ1,残した
1,2024-12-16 12:00,おかゆ,小さじ1,よく食べた
1,2024-12-16 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2024-12-17 12:00,おかゆ,大さじ2,よく食べた
1,2024-12-17 18:00,おかゆ,大さじ2,
1,2024-12-18 12:00,おかゆ,大さじ2,残した
1,2024-12-18 18:00,りんごすりおろし,小さじ1,
1,2024-12-19 12:00,にんじんペースト,大さじ2,残した
1,2024-12-19 18:00,にんじんペースト,大さじ2,よく食べた
1,2024-12-20 12:00,おかゆ,大さじ2,残した
1,2024-12-20 18:00,りんごすりおろし,小さじ1,よく食べた
1,2024-12-21 12:00,にんじんペースト,小さじ1,残した
1,2024-12-21 18:00,りんごすりおろし,大さじ2,
1,2024-12-22 12:00,にんじんペースト,大さじ2,残した
1,2024-12-22 18:00,かぼちゃスープ,大さじ2,
1,2024-12-23 12:00,りんごすりおろし,大さじ2,残した
1,2024-12-23 18:00,かぼちゃスープ,小さじ1,
1,2024-12-24 12:00,かぼちゃスープ,大さじ2,残した
1,2024-12-24 18:00,おかゆ,小さじ1,よく食べた
1,2024-12-25 12:00,りんごすりおろし,大さじ2,残した
1,2024-12-25 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2024-12-26 12:00,りんごすりおろし,小さじ1,残した
1,2024-12-26 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2024-12-27 12:00,かぼちゃスープ,大さじ2,
1,2024-12-27 18:00,かぼちゃスープ,小さじ1,残した
1,2024-12-28 12:00,りんごすりおろし,小さじ1,
1,2024-12-28 18:00,にんじんペースト,大さじ2,
1,2024-12-29 12:00,おかゆ,大さじ2,よく食べた
1,2024-12-29 18:00,りんごすりおろし,大さじ2,
1,2024-12-30 12:00,にんじんペースト,小さじ1,残した
1,2024-12-30 18:00,にんじんペースト,大さじ2,よく食べた
1,2024-12-31 12:00,かぼちゃスープ,大さじ2,よく食べた
1,2024-12-31 18:00,りんごすりおろし,小さじ1,
1,2025-01-01 12:00,にんじんペースト,小さじ1,よく食べた
1,2025-01-01 18:00,にんじんペースト,大さじ2,よく食べた
1,2025-01-02 12:00,りんごすりおろし,小さじ1,よく食べた
1,2025-01-02 18:00,りんごすりおろし,大さじ2,残した
1,2025-01-03 12:00,おかゆ,小さじ1,
1,2025-01-03 18:00,りんごすりおろし,小さじ1,よく食べた
1,2025-01-04 12:00,にんじんペースト,小さじ1,残した
1,2025-01-04 18:00,りんごすりおろし,小さじ1,
1,2025-01-05 12:00,りんごすりおろし,小さじ1,よく食べた
1,2025-01-05 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-01-06 12:00,りんごすりおろし,小さじ1,残した
1,2025-01-06 18:00,かぼちゃスープ,小さじ1,残した
1,2025-01-07 12:00,かぼちゃスープ,大さじ2,残した
1,2025-01-07 18:00,おかゆ,小さじ1,残した
1,2025-01-08 12:00,りんごすりおろし,大さじ2,よく食べた
1,2025-01-08 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-01-09 12:00,おかゆ,大さじ2,よく食べた
1,2025-01-09 18:00,かぼちゃスープ,小さじ1,残した
1,2025-01-10 12:00,かぼちゃスープ,小さじ1,
1,2025-01-10 18:00,りんごすりおろし,小さじ1,
1,2025-01-11 12:00,おかゆ,小さじ1,よく食べた
1,2025-01-11 18:00,かぼちゃスープ,小さじ1,
1,2025-01-12 12:00,にんじんペースト,小さじ1,よく食べた
1,2025-01-12 18:00,おかゆ,小さじ1,残した
1,2025-01-13 12:00,おかゆ,大さじ2,残した
1,2025-01-13 18:00,かぼちゃスープ,小さじ1,残した
1,2025-01-14 12:00,りんごすりおろし,大さじ2,
1,2025-01-14 18:00,かぼちゃスープ,小さじ1,残した
1,2025-01-15 12:00,おかゆ,大さじ2,よく食べた
1,2025-01-15 18:00,にんじんペースト,大さじ2,よく食べた
1,2025-01-16 12:00,りんごすりおろし,大さじ2,よく食べた
1,2025-01-16 18:00,おかゆ,大さじ2,よく食べた
1,2025-01-17 12:00,りんごすりおろし,大さじ2,
1,2025-01-17 18:00,にんじんペースト,大さじ2,残した
1,2025-01-18 12:00,りんごすりおろし,大さじ2,
1,2025-01-18 18:00,りんごすりおろし,大さじ2,よく食べた
1,2025-01-19 12:00,かぼちゃスープ,大さじ2,
1,2025-01-19 18:00,かぼちゃスープ,大さじ2,残した
1,2025-01-20 12:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-01-20 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-01-21 12:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-01-21 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-01-22 12:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-01-22 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-01-23 12:00,りんごすりおろし,小さじ1,残した
1,2025-01-23 18:00,にんじんペースト,小さじ1,
1,2025-01-24 12:00,にんじんペースト,大さじ2,よく食べた
1,2025-01-24 18:00,かぼちゃスープ,小さじ1,
1,2025-01-25 12:00,おかゆ,小さじ1,
1,2025-01-25 18:00,おかゆ,小さじ1,
1,2025-01-26 12:00,りんごすりおろし,大さじ2,
1,2025-01-26 18:00,おかゆ,大さじ2,よく食べた
1,2025-01-27 12:00,にんじんペースト,大さじ2,残した
1,2025-01-27 18:00,おかゆ,大さじ2,よく食べた
1,2025-01-28 12:00,りんごすりおろし,小さじ1,残した
1,2025-01-28 18:00,かぼちゃスープ,小さじ1,
1,2025-01-29 12:00,にんじんペースト,大さじ2,残した
1,2025-01-29 18:00,かぼちゃスープ,小さじ1,残した
1,2025-01-30 12:00,りんごすりおろし,大さじ2,よく食べた
1,2025-01-30 18:00,りんごすりおろし,小さじ1,
1,2025-01-31 12:00,にんじんペースト,小さじ1,
1,2025-01-31 18:00,りんごすりおろし,大さじ2,よく食べた
1,2025-02-01 12:00,おかゆ,大さじ2,よく食べた
1,2025-02-01 18:00,おかゆ,小さじ1,よく食べた
1,2025-02-02 12:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-02-02 18:00,にんじんペースト,小さじ1,
1,2025-02-03 12:00,おかゆ,小さじ1,残した
1,2025-02-03 18:00,にんじんペースト,大さじ2,
1,2025-02-04 12:00,おかゆ,小さじ1,残した
1,2025-02-04 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-02-05 12:00,おかゆ,大さじ2,
1,2025-02-05 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-02-06 12:00,おかゆ,大さじ2,残した
1,2025-02-06 18:00,りんごすりおろし,小さじ1,残した
1,2025-02-07 12:00,りんごすりおろし,小さじ1,残した
1,2025-02-07 18:00,かぼちゃスープ,小さじ1,
1,2025-02-08 12:00,にんじんペースト,小さじ1,よく食べた
1,2025-02-08 18:00,かぼちゃスープ,大さじ2,
1,2025-02-09 12:00,かぼちゃスープ,小さじ1,残した
1,2025-02-09 18:00,おかゆ,小さじ1,
1,2025-02-10 12:00,かぼちゃスープ,大さじ2,残した
1,2025-02-10 18:00,おかゆ,小さじ1,残した
1,2025-02-11 12:00,にんじんペースト,小さじ1,よく食べた
1,2025-02-11 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-02-12 12:00,りんごすりおろし,大さじ2,よく食べた
1,2025-02-12 18:00,かぼちゃスープ,小さじ1,残した
1,2025-02-13 12:00,りんごすりおろし,大さじ2,残した
1,2025-02-13 18:00,おかゆ,大さじ2,
1,2025-02-14 12:00,りんごすりおろし,小さじ1,よく食べた
1,2025-02-14 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-02-15 12:00,りんごすりおろし,大さじ2,残した
1,2025-02-15 18:00,にんじんペースト,小さじ1,
1,2025-02-16 12:00,りんごすりおろし,小さじ1,よく食べた
1,2025-02-16 18:00,かぼちゃスープ,小さじ1,残した
1,2025-02-17 12:00,かぼちゃスープ,大さじ2,
1,2025-02-17 18:00,かぼちゃスープ,小さじ1,残した
1,2025-02-18 12:00,にんじんペースト,大さじ2,よく食べた
1,2025-02-18 18:00,りんごすりおろし,小さじ1,
1,2025-02-19 12:00,おかゆ,大さじ2,
1,2025-02-19 18:00,りんごすりおろし,大さじ2,残した
1,2025-02-20 12:00,おかゆ,大さじ2,残した
1,2025-02-20 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-02-21 12:00,りんごすりおろし,大さじ2,
1,2025-02-21 18:00,おかゆ,小さじ1,よく食べた
1,2025-02-22 12:00,かぼちゃスープ,大さじ2,残した
1,2025-02-22 18:00,かぼちゃスープ,小さじ1,
1,2025-02-23 12:00,おかゆ,大さじ2,
1,2025-02-23 18:00,りんごすりおろし,大さじ2,
1,2025-02-24 12:00,おかゆ,大さじ2,残した
1,2025-02-24 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-02-25 12:00,にんじんペースト,小さじ1,残した
1,2025-02-25 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-02-26 12:00,おかゆ,大さじ2,よく食べた
1,2025-02-26 18:00,かぼちゃスープ,大さじ2,残した
1,2025-02-27 12:00,りんごすりおろし,小さじ1,残した
1,2025-02-27 18:00,かぼちゃスープ,小さじ1,
1,2025-02-28 12:00,にんじんペースト,小さじ1,よく食べた
1,2025-02-28 18:00,にんじんペースト,小さじ1,
1,2025-03-01 12:00,かぼちゃスープ,小さじ1,残した
1,2025-03-01 18:00,にんじんペースト,大さじ2,
1,2025-03-02 12:00,りんごすりおろし,大さじ2,よく食べた
1,2025-03-02 18:00,りんごすりおろし,小さじ1,
1,2025-03-03 12:00,かぼちゃスープ,小さじ1,
1,2025-03-03 18:00,にんじんペースト,大さじ2,
1,2025-03-04 12:00,にんじんペースト,小さじ1,残した
1,2025-03-04 18:00,りんごすりおろし,大さじ2,残した
1,2025-03-05 12:00,かぼちゃスープ,小さじ1,
1,2025-03-05 18:00,にんじんペースト,小さじ1,残した
1,2025-03-06 12:00,にんじんペースト,大さじ2,
1,2025-03-06 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-03-07 12:00,りんごすりおろし,大さじ2,
1,2025-03-07 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-03-08 12:00,りんごすりおろし,大さじ2,
1,2025-03-08 18:00,りんごすりおろし,小さじ1,よく食べた
1,2025-03-09 12:00,かぼちゃスープ,小さじ1,
1,2025-03-09 18:00,おかゆ,大さじ2,よく食べた
1,2025-03-10 12:00,にんじんペースト,小さじ1,
1,2025-03-10 18:00,りんごすりおろし,小さじ1,よく食べた
1,2025-03-11 12:00,りんごすりおろし,大さじ2,
1,2025-03-11 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-03-12 12:00,おかゆ,小さじ1,よく食べた
1,2025-03-12 18:00,にんじんペースト,大さじ2,よく食べた
1,2025-03-13 12:00,かぼちゃスープ,小さじ1,残した
1,2025-03-13 18:00,おかゆ,小さじ1,残した
1,2025-03-14 12:00,かぼちゃスープ,大さじ2,
1,2025-03-14 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-03-15 12:00,にんじんペースト,小さじ1,残した
1,2025-03-15 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-03-16 12:00,りんごすりおろし,小さじ1,
1,2025-03-16 18:00,かぼちゃスープ,小さじ1,
1,2025-03-17 12:00,りんごすりおろし,大さじ2,
1,2025-03-17 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-03-18 12:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-03-18 18:00,にんじんペースト,小さじ1,
1,2025-03-19 12:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-03-19 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-03-20 12:00,おかゆ,大さじ2,よく食べた
1,2025-03-20 18:00,おかゆ,小さじ1,よく食べた
1,2025-03-21 12:00,かぼちゃスープ,大さじ2,
1,2025-03-21 18:00,にんじんペースト,大さじ2,よく食べた
1,2025-03-22 12:00,にんじんペースト,小さじ1,よく食べた
1,2025-03-22 18:00,にんじんペースト,小さじ1,残した
1,2025-03-23 12:00,おかゆ,大さじ2,残した
1,2025-03-23 18:00,おかゆ,小さじ1,残した
1,2025-03-24 12:00,かぼちゃスープ,小さじ1,
1,2025-03-24 18:00,にんじんペースト,小さじ1,
1,2025-03-25 12:00,おかゆ,大さじ2,よく食べた
1,2025-03-25 18:00,おかゆ,小さじ1,残した
1,2025-03-26 12:00,かぼちゃスープ,大さじ2,
1,2025-03-26 18:00,おかゆ,小さじ1,
1,2025-03-27 12:00,かぼちゃスープ,小さじ1,
1,2025-03-27 18:00,にんじんペースト,大さじ2,残した
1,2025-03-28 12:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-03-28 18:00,かぼちゃスープ,大さじ2,残した
1,2025-03-29 12:00,おかゆ,小さじ1,残した
1,2025-03-29 18:00,りんごすりおろし,大さじ2,残した
1,2025-03-30 12:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-03-30 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-03-31 12:00,りんごすりおろし,大さじ2,
1,2025-03-31 18:00,おかゆ,小さじ1,
1,2025-04-01 12:00,おかゆ,大さじ2,
1,2025-04-01 18:00,りんごすりおろし,小さじ1,
1,2025-04-02 12:00,おかゆ,大さじ2,
1,2025-04-02 18:00,かぼちゃスープ,大さじ2,残した
1,2025-04-03 12:00,おかゆ,大さじ2,よく食べた
1,2025-04-03 18:00,りんごすりおろし,小さじ1,
1,2025-04-04 12:00,にんじんペースト,大さじ2,
1,2025-04-04 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-04-05 12:00,にんじんペースト,小さじ1,残した
1,2025-04-05 18:00,かぼちゃスープ,大さじ2,よく食べた
1,2025-04-06 12:00,りんごすりおろし,大さじ2,
1,2025-04-06 18:00,にんじんペースト,大さじ2,
1,2025-04-07 12:00,おかゆ,大さじ2,よく食べた
1,2025-04-07 18:00,おかゆ,大さじ2,
1,2025-04-08 12:00,りんごすりおろし,小さじ1,
1,2025-04-08 18:00,りんごすりおろし,小さじ1,よく食べた
1,2025-04-09 12:00,りんごすりおろし,大さじ2,残した
1,2025-04-09 18:00,おかゆ,小さじ1,残した
1,2025-04-10 12:00,にんじんペースト,小さじ1,
1,2025-04-10 18:00,りんごすりおろし,大さじ2,残した
1,2025-04-11 12:00,りんごすりおろし,大さじ2,残した
1,2025-04-11 18:00,おかゆ,大さじ2,残した
1,2025-04-12 12:00,かぼちゃスープ,小さじ1,
1,2025-04-12 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-04-13 12:00,おかゆ,小さじ1,
1,2025-04-13 18:00,おかゆ,大さじ2,残した
1,2025-04-14 12:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-04-14 18:00,にんじんペースト,大さじ2,
1,2025-04-15 12:00,りんごすりおろし,大さじ2,
1,2025-04-15 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-04-16 12:00,にんじんペースト,大さじ2,よく食べた
1,2025-04-16 18:00,かぼちゃスープ,小さじ1,
1,2025-04-17 12:00,おかゆ,大さじ2,よく食べた
1,2025-04-17 18:00,おかゆ,小さじ1,よく食べた
1,2025-04-18 12:00,おかゆ,大さじ2,よく食べた
1,2025-04-18 18:00,りんごすりおろし,小さじ1,残した
1,2025-04-19 12:00,りんごすりおろし,大さじ2,よく食べた
1,2025-04-19 18:00,にんじんペースト,大さじ2,
1,2025-04-20 12:00,りんごすりおろし,小さじ1,よく食べた
1,2025-04-20 18:00,にんじんペースト,大さじ2,
1,2025-04-21 12:00,おかゆ,小さじ1,
1,2025-04-21 18:00,おかゆ,大さじ2,
1,2025-04-22 12:00,おかゆ,小さじ1,残した
1,2025-04-22 18:00,にんじんペースト,大さじ2,よく食べた
1,2025-04-23 12:00,にんじんペースト,小さじ1,
1,2025-04-23 18:00,りんごすりおろし,大さじ2,よく食べた
1,2025-04-24 12:00,かぼちゃスープ,大さじ2,
1,2025-04-24 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-04-25 12:00,おかゆ,小さじ1,よく食べた
1,2025-04-25 18:00,おかゆ,小さじ1,残した
1,2025-04-26 12:00,おかゆ,大さじ2,よく食べた
1,2025-04-26 18:00,にんじんペースト,小さじ1,残した
1,2025-04-27 12:00,にんじんペースト,大さじ2,よく食べた
1,2025-04-27 18:00,りんごすりおろし,大さじ2,
1,2025-04-28 12:00,にんじんペースト,大さじ2,残した
1,2025-04-28 18:00,にんじんペースト,大さじ2,よく食べた
1,2025-04-29 12:00,りんごすりおろし,小さじ1,よく食べた
1,2025-04-29 18:00,にんじんペースト,大さじ2,残した
1,2025-04-30 12:00,にんじんペースト,大さじ2,残した
1,2025-04-30 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-05-01 12:00,おかゆ,小さじ1,よく食べた
1,2025-05-01 18:00,にんじんペースト,小さじ1,残した
1,2025-05-02 12:00,りんごすりおろし,小さじ1,残した
1,2025-05-02 18:00,おかゆ,大さじ2,
1,2025-05-03 12:00,にんじんペースト,小さじ1,よく食べた
1,2025-05-03 18:00,かぼちゃスープ,小さじ1,よく食べた
1,2025-05-04 12:00,りんごすりおろし,大さじ2,
1,2025-05-04 18:00,りんごすりおろし,大さじ2,
1,2025-05-05 12:00,おかゆ,大さじ2,残した
1,2025-05-05 18:00,おかゆ,大さじ2,
1,2025-05-06 12:00,にんじんペースト,大さじ2,
1,2025-05-06 18:00,おかゆ,小さじ1,よく食べた
1,2025-05-07 12:00,りんごすりおろし,大さじ2,
1,2025-05-07 18:00,りんごすりおろし,大さじ2,よく食べた
1,2025-05-08 12:00,りんごすりおろし,小さじ1,よく食べた
1,2025-05-08 18:00,にんじんペースト,大さじ2,残した
1,2025-05-09 12:00,りんごすりおろし,大さじ2,
1,2025-05-09 18:00,にんじんペースト,小さじ1,残した
1,2025-05-10 12:00,かぼちゃスープ,大さじ2,残した
1,2025-05-10 18:00,かぼちゃスープ,大さじ2,残した
1,2025-05-11 12:00,りんごすりおろし,大さじ2,残した
1,2025-05-11 18:00,にんじんペースト,小さじ1,残した
1,2025-05-12 12:00,りんごすりおろし,大さじ2,残した
1,2025-05-12 18:00,にんじんペースト,小さじ1,よく食べた
1,2025-05-13 12:00,おかゆ,大さじ2,
1,2025-05-13 18:00,りんごすりおろし,小さじ1,よく食べた
1,2025-05-14 12:00,にんじんペースト,大さじ2,
1,2025-05-14 18:00,にんじんペースト,小さじ1,
1,2025-05-15 12:00,りんごすりおろし,小さじ1,残した
1,2025-05-15 18:00,りんごすりおろし,大さじ2,
